,Reporter intensity corrected 2 01,Reporter intensity corrected 3 01,Reporter intensity corrected 4 01,Reporter intensity corrected 5 01,Reporter intensity corrected 6 01,Reporter intensity corrected 7 01,Reporter intensity corrected 8 01,Reporter intensity corrected 9 01,Reporter intensity corrected 10 01,Reporter intensity corrected 2 02,Reporter intensity corrected 3 02,Reporter intensity corrected 4 02,Reporter intensity corrected 5 02,Reporter intensity corrected 6 02,Reporter intensity corrected 7 02,Reporter intensity corrected 8 02,Reporter intensity corrected 9 02,Reporter intensity corrected 10 02,Reporter intensity corrected 2 03,Reporter intensity corrected 3 03,Reporter intensity corrected 4 03,Reporter intensity corrected 5 03,Reporter intensity corrected 6 03,Reporter intensity corrected 7 03,Reporter intensity corrected 8 03,Reporter intensity corrected 9 03,Reporter intensity corrected 10 03,Reporter intensity corrected 2 04,Reporter intensity corrected 3 04,Reporter intensity corrected 4 04,Reporter intensity corrected 5 04,Reporter intensity corrected 6 04,Reporter intensity corrected 7 04,Reporter intensity corrected 8 04,Reporter intensity corrected 9 04,Reporter intensity corrected 10 04,Reporter intensity corrected 2 05,Reporter intensity corrected 3 05,Reporter intensity corrected 4 05,Reporter intensity corrected 5 05,Reporter intensity corrected 6 05,Reporter intensity corrected 7 05,Reporter intensity corrected 8 05,Reporter intensity corrected 9 05,Reporter intensity corrected 10 05,Reporter intensity corrected 2 06,Reporter intensity corrected 3 06,Reporter intensity corrected 4 06,Reporter intensity corrected 5 06,Reporter intensity corrected 6 06,Reporter intensity corrected 7 06,Reporter intensity corrected 8 06,Reporter intensity corrected 9 06,Reporter intensity corrected 10 06,Reporter intensity corrected 2 07,Reporter intensity corrected 3 07,Reporter intensity corrected 4 07,Reporter intensity corrected 5 07,Reporter intensity corrected 6 07,Reporter intensity corrected 7 07,Reporter intensity corrected 8 07,Reporter intensity corrected 9 07,Reporter intensity corrected 10 07,Reporter intensity corrected 2 08,Reporter intensity corrected 3 08,Reporter intensity corrected 4 08,Reporter intensity corrected 5 08,Reporter intensity corrected 6 08,Reporter intensity corrected 7 08,Reporter intensity corrected 8 08,Reporter intensity corrected 9 08,Reporter intensity corrected 10 08,Reporter intensity corrected 2 09,Reporter intensity corrected 3 09,Reporter intensity corrected 4 09,Reporter intensity corrected 5 09,Reporter intensity corrected 6 09,Reporter intensity corrected 7 09,Reporter intensity corrected 8 09,Reporter intensity corrected 9 09,Reporter intensity corrected 10 09,Reporter intensity corrected 2 10,Reporter intensity corrected 3 10,Reporter intensity corrected 4 10,Reporter intensity corrected 5 10,Reporter intensity corrected 6 10,Reporter intensity corrected 7 10,Reporter intensity corrected 8 10,Reporter intensity corrected 9 10,Reporter intensity corrected 10 10,Reporter intensity corrected 2 11,Reporter intensity corrected 3 11,Reporter intensity corrected 4 11,Reporter intensity corrected 5 11,Reporter intensity corrected 6 11,Reporter intensity corrected 7 11,Reporter intensity corrected 8 11,Reporter intensity corrected 9 11,Reporter intensity corrected 10 11,Reporter intensity corrected 2 12,Reporter intensity corrected 3 12,Reporter intensity corrected 4 12,Reporter intensity corrected 5 12,Reporter intensity corrected 6 12,Reporter intensity corrected 7 12,Reporter intensity corrected 8 12,Reporter intensity corrected 9 12,Reporter intensity corrected 10 12,Reporter intensity corrected 2 13,Reporter intensity corrected 3 13,Reporter intensity corrected 4 13,Reporter intensity corrected 5 13,Reporter intensity corrected 6 13,Reporter intensity corrected 7 13,Reporter intensity corrected 8 13,Reporter intensity corrected 9 13,Reporter intensity corrected 10 13,Reporter intensity corrected 2 14,Reporter intensity corrected 3 14,Reporter intensity corrected 4 14,Reporter intensity corrected 5 14,Reporter intensity corrected 6 14,Reporter intensity corrected 7 14,Reporter intensity corrected 8 14,Reporter intensity corrected 9 14,Reporter intensity corrected 10 14,Reporter intensity corrected 2 15,Reporter intensity corrected 3 15,Reporter intensity corrected 4 15,Reporter intensity corrected 5 15
Reporter intensity corrected 4 04,0.4968590534670723,0.5010944378971675,0.5001637796861453,0.4988233034452249,0.4950551768252162,0.5020592425071869,0.4947152933089932,0.4980086226716982,0.4979954322276149,0.47489849350249397,0.4694220246909089,0.472466707330306,0.4648353914604353,0.4697715446751627,0.4721219887888064,0.468979037691166,0.4728027602965075,0.4679944307393295,0.4317833964675009,0.440923741778578,0.436294786214733,0.4407344484839573,0.43915392352035365,0.43682247467353813,0.42931799363403494,0.43864523541205863,0.4337274262403018,0.9966654157123311,0.9959499472121066,1.0,0.9967735376881779,0.9987183869356742,0.9944000741477835,0.9950772894083121,0.9953427391700822,0.9954943344548753,0.3709791260778334,0.3804863051094012,0.37399526251212695,0.37691046938946543,0.3741325172445915,0.3797705215438719,0.37102629381987356,0.3701473733231128,0.373168739729911,0.3840669394157148,0.3791618821582671,0.3827551625742953,0.37798064615337207,0.3847145158053668,0.37935080657685394,0.3767161683254895,0.37790684911870914,0.3764716842501211,0.3964232599040047,0.40001788517836107,0.3948203739729138,0.4002536046149993,0.39559309081808813,0.3976825741662992,0.39583771094458403,0.3957820843323682,0.39431566537263973,0.4161760096413599,0.4247125104412676,0.4240209506393503,0.4229751810106067,0.42344917646907126,0.4189036655701931,0.4207037572742831,0.4142892315960117,0.4200705321176228,0.4098550627965011,0.40939170503051653,0.41167005415237606,0.4170040957571297,0.41207597913592164,0.41367279368001,0.41426988307617674,0.41010254441384325,0.41223995831286364,0.4041277317017497,0.4076328857582041,0.4078686366994532,0.4014605898334036,0.4053502186753901,0.40650260274727507,0.40169710692943295,0.40587782148035734,0.409776964136259,0.3986465842110754,0.39754700613652005,0.3980377797398037,0.3994100765241287,0.3930799255622912,0.3920633804973739,0.39226371437804924,0.39244428971650597,0.38722302552908894,0.39728970412483994,0.4063617688233619,0.399606094025663,0.40004685182777766,0.39745882295431395,0.40020543234903355,0.39611705270426156,0.400560700520121,0.39999461362647315,0.35834014362401906,0.36470829331140536,0.36163990690770725,0.36122283583272263,0.3577290574315422,0.35556318934062797,0.3543986809576788,0.3485947079509039,0.36013094763346076,0.3941713687339272,0.4045241100836834,0.4014871609791157,0.39785041333215887,0.39527145349312875,0.3991870050432151,0.3973165189036811,0.40445365572346553,0.39933233589102984,0.3990701804890338,0.40212833971748724,0.40124468363983423,0.40189240448451063
Reporter intensity corrected 5 04,0.4953419962889026,0.4963534474798506,0.4962357475989786,0.4959517368967259,0.49359278235170256,0.49783214172062845,0.49292277391585787,0.4944432294571257,0.4963831054393373,0.4720934428132052,0.4701063206555402,0.4695248677252449,0.4644377145019044,0.46893639278863203,0.4695998004563742,0.4686319795617467,0.47215717106598315,0.46757208268020634,0.4308268435009516,0.43705226323623764,0.4345577995121596,0.4362442075360544,0.43520276954572884,0.4340796669873846,0.4276929273159631,0.4364947634857176,0.4321642976022926,0.9924494455645534,0.9978396569033868,0.9967735376881779,1.0,0.9959893266976163,0.9964903261670676,0.9957875268230325,0.9961929938412686,0.9977555993871947,0.365306973838046,0.37400329243037506,0.3696252065335203,0.37028681428799837,0.3691851942131286,0.37321321294984694,0.36647041761236426,0.36565485176525814,0.36828657831825357,0.3821608206028035,0.3796894696637955,0.3807635128455397,0.3781840176177856,0.3833611608552018,0.3802218419023602,0.37707231139624797,0.3774349227929661,0.3767618079497358,0.3935889386423848,0.3956757033500149,0.39315992757136253,0.3963615394438797,0.3934854056157655,0.39369320576629585,0.3934624504492009,0.3936009683981505,0.3923213566318083,0.41408226848808616,0.41957478415419913,0.41937799361843053,0.41911970506318524,0.41884673774160636,0.4159104563809465,0.417454883185461,0.41180892313121914,0.41669469526835,0.40946121988039635,0.40622083602992937,0.4109141347653984,0.4140402113463061,0.41090544773639026,0.4123939501243295,0.4127444895602071,0.4090673378244945,0.41109370515204374,0.40242681739796865,0.40385426512178235,0.4044089748069691,0.39921657156991347,0.4027061833870668,0.40461666491519555,0.39987194584214303,0.4050153527110169,0.4057714993863722,0.3936570223202548,0.39225953113446604,0.39523847624390995,0.3934729836043197,0.38976754905893973,0.3889610784823374,0.3894469646573816,0.38897674378446145,0.3838503210672914,0.39990108760552884,0.40735971859935816,0.40237332010689253,0.40361644216863973,0.4011384454776065,0.40366431297415667,0.3995151246487092,0.40394149328198886,0.4032856029526249,0.3586945754395854,0.36261551608389486,0.3608745199692993,0.3606367485942867,0.35813013700693125,0.35612144480413155,0.35403234757178353,0.34893553032625124,0.3606383403168855,0.3955475218885265,0.40448575735229975,0.40191846893733546,0.4000222073385026,0.3978008749319369,0.4004015499737821,0.39834220188830344,0.40637656845585446,0.4010086472992636,0.3974337088252694,0.40018135918749187,0.39883920929490946,0.4008556184957962
Reporter intensity corrected 6 04,0.4962180354108516,0.5007497064672908,0.499672861174086,0.4981212518482676,0.4944740191270513,0.5015310223220867,0.49410167024951834,0.497915782345835,0.4972006860477234,0.47660358885867454,0.4709373794129558,0.47368082475335904,0.4655918417802647,0.4713648164387728,0.47417984722204476,0.47046411502267843,0.4743573553947413,0.4696544273801884,0.43173824990299925,0.44102678433779396,0.43621349552625127,0.4402428417649666,0.43911723286869936,0.43680761078798874,0.42922355701983195,0.4387248739230544,0.43369773834733455,0.9969585820525593,0.9961732832516985,0.9987183869356742,0.9959893266976163,1.0,0.9950558475871559,0.9954695123832425,0.9952946714022206,0.995745537383156,0.3710914376563497,0.38107098247425436,0.374248215002506,0.37744289915702073,0.3745546485417389,0.3801914766657024,0.37130367905071543,0.37058956777911045,0.3737641531340922,0.3848205979249652,0.3799197336360663,0.38258260392123783,0.3778092731048432,0.3855137892775994,0.38004045184716095,0.3774118544231347,0.37851148022642245,0.3769676784324345,0.3975215091347892,0.40120109365726087,0.39597555434886245,0.40142996426328503,0.3968440280948968,0.3989385236820062,0.3970271380730919,0.3967906960493794,0.39542499352309984,0.41661026903125575,0.4250516913358954,0.42439620518987436,0.4233586483933864,0.42379949680598894,0.4193172364473332,0.42101062797505484,0.41461139325586127,0.4204320721394456,0.40941056863975644,0.40882862389384544,0.4112616500478458,0.41720270075132404,0.41159430435271743,0.4133122618484582,0.4139286717393739,0.40965469996599346,0.411797643660649,0.4040227926165928,0.40782719752727736,0.4079760808618609,0.401335010868166,0.4053759983665356,0.4066598274269544,0.40149630794526014,0.40578497635238236,0.4099036099080977,0.39962827264775846,0.39851124229578555,0.3990097278392088,0.40009329742471067,0.39406407691911555,0.3929789001853039,0.39318190310906637,0.39334849887616774,0.38825989775850883,0.39630750350811217,0.40549182404534273,0.39887032719226595,0.3991022502631567,0.3965244224293025,0.3993389240735592,0.3953073037697535,0.39949240733687175,0.39912430613510447,0.3577920402652152,0.3641769245866555,0.3612083854236591,0.36071428044403225,0.35707622334871236,0.35504320755819957,0.35377073716788104,0.3482290394686325,0.35972731089282134,0.3934106959091511,0.40390127653938074,0.40095470530735544,0.3970704136531245,0.394646566368317,0.398620083046735,0.39672127058667145,0.4037532255446165,0.39860085350811764,0.3992742683469869,0.40227167637525696,0.4006215305119123,0.40123584920830907
Reporter intensity corrected 7 04,0.49161433492405965,0.4927377952078509,0.49246892232202133,0.4922729162292505,0.4903382417989535,0.49397048416741307,0.4894831157672501,0.49077807502032716,0.4925085841914838,0.4698527238099789,0.46828745218379353,0.46634080994013477,0.4618814971502883,0.46766077303718184,0.46757229576290654,0.4669899918980151,0.47021559791813106,0.4659550965966767,0.42912306449014426,0.4349273994921242,0.43322512931570206,0.4340542521446909,0.4330665619336366,0.4326943950801557,0.425472969901355,0.4349085200638707,0.43027830260824196,0.9914441077553977,0.9964755132113411,0.9944000741477835,0.9964903261670676,0.9950558475871559,1.0,0.9949610769160964,0.9943308913468973,0.996740934728102,0.3647699586478628,0.37265976432110526,0.36892761897186654,0.36889936000425877,0.3689371641907429,0.37245731729197995,0.36605034166616374,0.3649346985438556,0.3675870486086875,0.378234532362641,0.3763018947212198,0.3761476954687527,0.37352242021142024,0.37993730530354675,0.37715670446116667,0.373493399036125,0.3734324105466597,0.37265687390027924,0.3897858789168767,0.3919992360645162,0.3900176907887228,0.3928693418321407,0.3913115976688336,0.3906349199572312,0.39035865377653695,0.3902242406227064,0.3891546453691717,0.41004472357097854,0.4148947756315669,0.4147700327263689,0.41460175484296047,0.4137022731938821,0.4122617424013654,0.41245724941283013,0.4076452253060845,0.41200318896655996,0.4100985313592265,0.40683767998530496,0.41149360663775286,0.4144823568971267,0.4111920637058766,0.41352198434325194,0.4134121886208598,0.4098549871264504,0.411990491137218,0.399566817689885,0.4005966449613245,0.4011032070539645,0.3959169992555215,0.39927403805191114,0.40272806783602155,0.39620824815692396,0.401772673170124,0.40233830878296156,0.3905061357311447,0.3891259645793715,0.392891056666782,0.39040672913941143,0.3873104443153567,0.3861837919346199,0.38635919540212516,0.3862347796716912,0.38159527232861906,0.3999375530346881,0.40674001392167014,0.4025060277906573,0.4030092191689138,0.4005889376362002,0.40362417952322316,0.3995107494406626,0.4030948428091853,0.4033178663992881,0.3564135821032184,0.36055896904979706,0.3592186398246086,0.35892370159597553,0.3564071776729188,0.35460367170563234,0.35337932630578334,0.3474055271947642,0.3594030831075635,0.39359467513877006,0.4027471917508141,0.40084109115797956,0.39798384970374234,0.39580614860457414,0.3993584065123753,0.39708564015432407,0.40483529574444727,0.3994363805875024,0.3956302026943953,0.39900199562281397,0.39668469421618835,0.39854791899574876
Reporter intensity corrected 8 04,0.49573439296091076,0.4972000167033738,0.49688818004755375,0.4970009183343401,0.49410499206822706,0.49814390649772755,0.4948193251240212,0.49608408026824397,0.4972063310329419,0.4768627359311968,0.4744229623962606,0.4725433953378623,0.4697651808081906,0.4743998942630171,0.4747962700686981,0.47417053693458106,0.47713691739957687,0.4737125643646837,0.43063242272342417,0.4369791411803216,0.43466943648023754,0.4363281647808424,0.4352192856571234,0.43446824108854704,0.42773665329638444,0.4363011855594662,0.43219466151977476,0.9926075343731854,0.9962511549670887,0.9950772894083121,0.9957875268230325,0.9954695123832425,0.9949610769160964,1.0,0.9931071910544556,0.996410803100019,0.36880984229193714,0.37648123564694647,0.3729836389093664,0.3724314204324788,0.3718493102458908,0.3757392841435677,0.3694912649242619,0.3690207081114348,0.37232738860329695,0.38369855967248206,0.3815305011901366,0.3813818767549859,0.3802865818705367,0.38484393411653484,0.38180171448189504,0.37969240202767607,0.37975325709880775,0.3783399097371215,0.393976440511015,0.3957954914554209,0.3933875965312211,0.39676211384336363,0.39485310282013114,0.39355940724159877,0.39397167177483505,0.39364152287744864,0.393451842478549,0.41609196764061535,0.4213652624226909,0.42113141035755147,0.4208119622318117,0.4196366648395747,0.41891523393832425,0.4192297287324986,0.41439854963259515,0.418799619756935,0.4125150894451337,0.4056890423086632,0.41262952621813886,0.41598306231421656,0.4129076492354844,0.41475459816752785,0.4145318308335555,0.4110420802307971,0.4134297759602137,0.40227159769810933,0.4032529018783072,0.4034924068392466,0.3993708673151193,0.4018512467837866,0.40356605433065224,0.3986325304114651,0.40436200844760883,0.40483851154674266,0.39751539686471643,0.39629136569205264,0.39862295142250126,0.39709516296282993,0.3935656295050309,0.3925558500360215,0.3931177139588111,0.3939648292395432,0.3895372839840954,0.40250347339921966,0.4088729800851309,0.40420532220468086,0.4048614719081871,0.40277265241742555,0.40521316614884445,0.401477213281576,0.4053394519046266,0.40507097759434735,0.35778568530350435,0.3620608247293077,0.3602682695432449,0.36019575924860847,0.35823070835198223,0.3553315946243505,0.35440169956962664,0.34976080863152614,0.36109964893245916,0.3964254316680659,0.40466020857034424,0.4020074976903846,0.4010059634019489,0.397976708015737,0.40119186919796973,0.399813648227051,0.40651503144300516,0.4018268797441121,0.39726474212818885,0.3995749584502849,0.397687851768362,0.4002004614719285
Reporter intensity corrected 9 04,0.4951656890624927,0.49684369752742935,0.49678320925162084,0.4956331613795563,0.4930749525304184,0.4979634471408937,0.4925282418102975,0.49444814752673444,0.4961995166447435,0.47374919587401443,0.4710612522413837,0.47110057507937264,0.4638908409396705,0.4704087857703587,0.47158079213251664,0.46937578643330574,0.4732154667075527,0.4685770988828642,0.4314079534580434,0.438185603713169,0.4350689390780509,0.4376236443923248,0.4366465421447684,0.4349855559968308,0.42819654115848316,0.43787768139855543,0.4331515172479012,0.9924247800867058,0.9956838899238963,0.9953427391700822,0.9961929938412686,0.9952946714022206,0.9943308913468973,0.9931071910544556,1.0,0.9957606739874483,0.36772074775100505,0.37633020725890054,0.371002879372715,0.3729794129260502,0.3709861084642946,0.3753286968887204,0.36849456293472105,0.36711000299624363,0.3698348154935191,0.3802349857233008,0.37706428809536796,0.3786694423410168,0.374409117362398,0.38107926756779575,0.3772590484703478,0.37422835693677853,0.37489444530102806,0.37480035817359575,0.3947611013457491,0.3973648004960817,0.39448802269505406,0.3978998088932724,0.39476923505439954,0.3952670529722272,0.39479952278521807,0.395309360386257,0.39354794155797485,0.4136770013052684,0.4196971637729566,0.41940511611423936,0.4189236170092538,0.4195716006337037,0.414492064427498,0.41780143140281056,0.41148205660741155,0.41620246610778017,0.4090039456279151,0.407906287441485,0.4107120004836052,0.4147189740175387,0.411091981957511,0.412221669854051,0.4127373750533197,0.40955382986910005,0.41116667550816965,0.40297175399980545,0.40500265586245177,0.4053145606640893,0.39988776409343146,0.4036245699588059,0.40530514633499165,0.4014603998667452,0.40551003207298464,0.4071151354782205,0.39380994315610646,0.39248752053151725,0.3952962886957443,0.39401539062612945,0.38937197709025334,0.38853066849039564,0.38900606529261866,0.3895011134276322,0.38344897205307643,0.3985518065989523,0.4066750674235144,0.40130046994785784,0.40196961657563246,0.39944225416120394,0.4021345123396787,0.39796669361609993,0.40277907152295084,0.4017418720567278,0.3573584495344608,0.3617412704918486,0.3593500356572087,0.35903989550382187,0.3571619101363278,0.35433874625659606,0.3532558130256544,0.34736106037383147,0.35940744445833606,0.3953046611496457,0.4045732203528128,0.40223163526292954,0.39947721357772936,0.3968787872738942,0.40197646748226945,0.3988069530543713,0.406029904017861,0.4009357683681206,0.3997827748037538,0.4021232038337777,0.4000737544042652,0.4023987220061074
Reporter intensity corrected 10 04,0.4937293640250521,0.4946900069023604,0.4944430195857321,0.49420531995252676,0.49200352226702815,0.49578825009731975,0.4915703170838156,0.49278728947946987,0.4946660871505562,0.4736529377501948,0.47187381536667006,0.4701858392840723,0.46559967792067275,0.47121813917093597,0.47144768501471407,0.4708145637361615,0.4739584569078175,0.46975222870153005,0.4302859015255247,0.43627461278701374,0.4341312760121193,0.43555435320974467,0.43448182856927475,0.4336211814011396,0.4271636274269933,0.43605941450859015,0.4318923492245201,0.9928025285008134,0.9975565646302803,0.9954943344548753,0.9977555993871947,0.995745537383156,0.996740934728102,0.996410803100019,0.9957606739874483,1.0,0.36496531145035765,0.3730486639134169,0.36900605763949057,0.36929018774571737,0.3683674958518141,0.37221442949013944,0.36576970542648873,0.3649782251278006,0.36788541169509514,0.38174123263154686,0.3798066582234525,0.3793821408034783,0.3772597634273911,0.38292658224728227,0.3799605398536787,0.377257893581242,0.3771529818167543,0.3766857109421281,0.39191985507183985,0.39387589904306214,0.3916314120851799,0.3946201440496209,0.3924986697210272,0.3920792624932179,0.3920200811317563,0.3919485636620858,0.39087850066088103,0.4128429900421927,0.4179757862883944,0.41782028224490597,0.41757250953158664,0.4168849301615366,0.41465596717447367,0.41575010521632283,0.4107048220336349,0.4151041932398615,0.4093084768066756,0.4052381077364333,0.4103778159798788,0.4135271131028796,0.41034687965755945,0.41231943349658706,0.41224877525265713,0.40849857983779675,0.4107422276247142,0.40084685602728154,0.40192510797972164,0.40234751288761833,0.39752734436472775,0.4006428375031417,0.40262886486880767,0.397753207682143,0.4032861757296231,0.4035156067958654,0.39349681944555165,0.3921273988594461,0.3953789009334582,0.3932753206432595,0.3901188331090627,0.38929568862780045,0.3895647853664366,0.3891779310556039,0.38428478188731685,0.3998372590462657,0.40685073934881455,0.40217508112859096,0.4031064547083944,0.4006975596204635,0.4034149515018204,0.39925660997144446,0.40322902001453464,0.40318573834699417,0.3587163160455526,0.3626990350431695,0.36104020948268656,0.36080422374092985,0.3587051520735973,0.35604872211171973,0.35499934692729235,0.3493173253413784,0.36138720472760305,0.3962120264289685,0.40436343479444914,0.4023809974497886,0.4002384386741109,0.3981058494710966,0.40113981749673167,0.3994047530162942,0.4068113242207291,0.4015768347699275,0.39874854262352344,0.40152143046837674,0.3992371401366964,0.4012311674345441
Reporter intensity corrected 2 05,0.4131957694959936,0.41662976483099573,0.4166941121420257,0.41640906160930213,0.41532443902782046,0.41494036588728334,0.41563062687491725,0.4166672341822908,0.4154232471736511,0.3881124755177517,0.38144322888014354,0.38734201117969547,0.38148118307962536,0.38699676838775116,0.3884461188774265,0.38386608550523177,0.3860117261083345,0.3855478628323458,0.34437176954690835,0.35218215584350726,0.34818633963154466,0.35034174886538816,0.3508937035154554,0.34952277203462145,0.3414570806676659,0.3479198683537706,0.34593790757229154,0.36988647370642164,0.36598664476314363,0.3709791260778334,0.365306973838046,0.3710914376563497,0.3647699586478628,0.36880984229193714,0.36772074775100505,0.36496531145035765,1.0,0.990789828067005,0.9949611253801447,0.989525774154735,0.9944442205347247,0.9928713352512112,0.9959099782228467,0.994532093787695,0.9958343763286851,0.42639440773840875,0.42276946615897787,0.42316573430694304,0.42080345046854806,0.42619941502957054,0.42260211061636893,0.4206107447256057,0.42057806653485724,0.4182041780079035,0.42523632280528617,0.4260523594320189,0.4239831008715407,0.4266917743895382,0.42570186064137616,0.42350337728814824,0.4256920569264856,0.42561809931398126,0.4268406284345673,0.5243967748249965,0.5229788017303943,0.5227785426327654,0.5238658131886385,0.5185953922969555,0.522777544633413,0.51831204962698,0.5227872387399809,0.5228031512602598,0.4432085915212467,0.43403582610168784,0.44502050690939915,0.4461111961247545,0.4450970330378695,0.4453733540737566,0.44416408795164725,0.4457868449710582,0.44941235502709215,0.39361787421939914,0.39352906954631467,0.3910480215306382,0.3921366588834844,0.39332275147481,0.3934762316821117,0.39036258280294195,0.3917238021668123,0.39503637456332935,0.39004272894830017,0.3898471380792761,0.3901137272285922,0.3889323756609867,0.3832878842994918,0.3848188248758237,0.38391383398182927,0.3901810367768971,0.3884074676705127,0.43035405483461414,0.4267239816089594,0.4260006454084434,0.42132734567561264,0.4223299904297058,0.4229340459839984,0.42375002587206567,0.41972202943779785,0.4238462445587717,0.36548782160288046,0.3735129256197021,0.37093666305067674,0.3707419009003891,0.37066733049996564,0.36495748453945703,0.37741824427695253,0.3600727645912876,0.37289273593238076,0.3183966497510805,0.3253713316298211,0.32482790190111727,0.32325890733689466,0.3146066278842239,0.3276930582360659,0.32244289319673825,0.322299413472873,0.3266714924266699,0.38105009180550614,0.3848061638623286,0.38490160859160416,0.38729185781359177
Reporter intensity corrected 3 05,0.4191957910463917,0.4256664498992162,0.42403892025183326,0.4227830903206298,0.420275614414815,0.4235451015197093,0.4203976610205184,0.42317701767392685,0.420655720444391,0.3934197489477265,0.384318270623299,0.3940163820890137,0.3830106132529328,0.3896053775173194,0.39270205279664694,0.3862876790464317,0.38934063385655543,0.38755437927365816,0.354055396262726,0.36460253008610355,0.35806884612081535,0.3622522951383073,0.36259854048084905,0.3598486421583953,0.35139056033423105,0.35834751864666153,0.3555950032732924,0.3798187842315666,0.3744084664213386,0.3804863051094012,0.37400329243037506,0.38107098247425436,0.37265976432110526,0.37648123564694647,0.37633020725890054,0.3730486639134169,0.990789828067005,1.0,0.9913905569835542,0.9956132452130318,0.9943675595132189,0.9974170720118305,0.9914342425751932,0.9925883120441044,0.993387446910042,0.4345597490333471,0.4273010071148284,0.4316399191866082,0.4244831165175161,0.433350603040193,0.4269721781806289,0.42394431958824563,0.4249466649018015,0.4222133193634162,0.43528829912693046,0.43846325374096506,0.4328881656401075,0.43870479912631816,0.43407002049784316,0.43592880754291197,0.4355482189566828,0.43467548580508286,0.4356529865198329,0.5320435510662821,0.5350247228281062,0.5338174992678911,0.5341372918702897,0.530914576384761,0.5298996234322214,0.5266247377011901,0.5295426506602946,0.5320401242983901,0.4428972237483689,0.4395187042040071,0.44646057392767224,0.44960164942888664,0.44606063690412673,0.4458622372063215,0.4464444641451518,0.4449600693771418,0.44885398945516836,0.3963763345486304,0.3997833714853265,0.39762947562881823,0.3954370918967037,0.3984988909966448,0.3975809196071367,0.39452952240977257,0.39552352903266064,0.4019158135350079,0.40138479637432556,0.4013836869507511,0.39894816462049265,0.40143524031517624,0.3926111523465778,0.39420992003497235,0.3929841142150094,0.3977766271067268,0.3959629963449717,0.4296497342880003,0.4305299152739412,0.42755932245396605,0.4230883330837107,0.4237059787142973,0.42497069264203874,0.42563263858906486,0.42098903682102096,0.42549856049063906,0.3660310940569104,0.3756069945432229,0.37275116894020294,0.371943132517755,0.36919952663261596,0.36469445963166236,0.3734235367768633,0.3592638503707909,0.3713221582039627,0.3192231773426635,0.32945886863180973,0.32767853436041705,0.32424011407867553,0.31621232788651554,0.3277758977923459,0.3224930369101787,0.32433633267401557,0.32688324537245483,0.388606211037231,0.39292443727365434,0.39376580203336964,0.39342538815362477
Reporter intensity corrected 4 05,0.414511750149616,0.4165578059920605,0.41630102089898413,0.4166253127818587,0.4155889046981015,0.4154991854395848,0.4161462134039144,0.41664335758433446,0.41630613949208467,0.3911659059969155,0.38653092327488464,0.3908986835350305,0.3851194991865792,0.3908416869880556,0.39145409415834154,0.38822573703833024,0.3903636838698118,0.3896839775138814,0.35177624110874933,0.3583350213794547,0.3556187140904659,0.3564271923465002,0.356838773688839,0.35587012750931984,0.3488835673062483,0.3547492143581482,0.35278052841699775,0.37249662250138843,0.3703174833508443,0.37399526251212695,0.3696252065335203,0.374248215002506,0.36892761897186654,0.3729836389093664,0.371002879372715,0.36900605763949057,0.9949611253801447,0.9913905569835542,1.0,0.989014573324181,0.9969879771894197,0.9937265638304881,0.9971438365936611,0.9966892874427368,0.9964746833353817,0.43245618259109025,0.4304916902597634,0.4292167239296325,0.42766723215776925,0.43218454700910036,0.430273980232067,0.4271920375032719,0.42610384998638634,0.4245612284067538,0.4306156609228858,0.4305732932557572,0.43060776972421283,0.4318633823892447,0.4306707508218289,0.42816076223941457,0.4313971484520201,0.43069990562663846,0.43235870291483247,0.5324094484763066,0.5285910691793919,0.5291074305352553,0.5305096096449562,0.5245694858493336,0.5292567306833023,0.524151529707177,0.5300412804022421,0.5300509386552713,0.444846528232349,0.43445886057086586,0.4464123306332753,0.44595743230791884,0.4458014231461551,0.4459114110961737,0.44596343075469824,0.4452886581990402,0.4492952675735727,0.39429209904302387,0.39233728509551724,0.390899334677637,0.39135012280663767,0.3924150948664649,0.39349195273118115,0.38971460464500357,0.39269551917352663,0.3943392211666761,0.3929047633339366,0.3925732993445163,0.39424620933353904,0.3918333183762462,0.3872091481100464,0.3892243952168654,0.38871835782207553,0.39305560855423466,0.39204980584855825,0.43604384661193124,0.43298131090932057,0.4330058632034913,0.42872871397283074,0.4301194593331523,0.4312242326225931,0.4316904249116292,0.4261412212096093,0.43187928385081775,0.36604295892822164,0.3719000395512624,0.37142197844745556,0.3704383521756314,0.3705077825773635,0.3650214469644867,0.37465282437632585,0.35952338613581347,0.37264738177587586,0.3227148948619482,0.3304277305230684,0.32943578220790726,0.3285675289521877,0.3202264644468896,0.33087690979160067,0.3261715931418808,0.32794587023555144,0.33073218333593163,0.38796440060460385,0.3915197430643337,0.39182583520799574,0.3935330424654707
